departamento,departamento_iso,anio,numero_semana,fecha_inicio_semana,fecha_fin_semana,cantidad_detecciones,superficie_km2,detecciones_por_1000_km2
Rivera,UY-RV,2019,42,2019-10-21,2019-10-27,0,9329.550532265199,0.0
Rocha,UY-RO,2019,42,2019-10-21,2019-10-27,7,10558.553826772255,0.6629695803842766
Río Negro,UY-RN,2019,42,2019-10-21,2019-10-27,1,9810.67596839813,0.10192977560579633
Salto,UY-SA,2019,42,2019-10-21,2019-10-27,0,14170.87435119916,0.0
San José,UY-SJ,2019,42,2019-10-21,2019-10-27,2,5002.920653176918,0.39976648414960864
Soriano,UY-SO,2019,42,2019-10-21,2019-10-27,4,9122.538742945157,0.4384744326894055
Tacuarembó,UY-TA,2019,42,2019-10-21,2019-10-27,1,15973.367767510354,0.06260420560991455
Treinta y Tres,UY-TT,2019,42,2019-10-21,2019-10-27,4,9285.005878360264,0.4308020966709826
Artigas,UY-AR,2019,43,2019-10-28,2019-11-03,0,12010.600679730765,0.0
Canelones,UY-CA,2019,43,2019-10-28,2019-11-03,4,4520.87871068126,0.8847837458123782
Cerro Largo,UY-CL,2019,43,2019-10-28,2019-11-03,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2019,43,2019-10-28,2019-11-03,3,6112.026851866528,0.4908355399459415
Durazno,UY-DU,2019,43,2019-10-28,2019-11-03,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2019,43,2019-10-28,2019-11-03,0,5140.77049712524,0.0
Florida,UY-FD,2019,43,2019-10-28,2019-11-03,1,10405.572253242583,0.09610235512884745
Lavalleja,UY-LA,2019,43,2019-10-28,2019-11-03,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2019,43,2019-10-28,2019-11-03,2,4803.260185508939,0.4163838565384911
Montevideo,UY-MO,2019,43,2019-10-28,2019-11-03,0,527.7536386520376,0.0
Paysandú,UY-PA,2019,43,2019-10-28,2019-11-03,0,14088.526169172621,0.0
Rivera,UY-RV,2019,43,2019-10-28,2019-11-03,1,9329.550532265199,0.10718629976241757
Rocha,UY-RO,2019,43,2019-10-28,2019-11-03,0,10558.553826772255,0.0
Río Negro,UY-RN,2019,43,2019-10-28,2019-11-03,0,9810.67596839813,0.0
Salto,UY-SA,2019,43,2019-10-28,2019-11-03,0,14170.87435119916,0.0
San José,UY-SJ,2019,43,2019-10-28,2019-11-03,0,5002.920653176918,0.0
Soriano,UY-SO,2019,43,2019-10-28,2019-11-03,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2019,43,2019-10-28,2019-11-03,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2019,43,2019-10-28,2019-11-03,0,9285.005878360264,0.0
Artigas,UY-AR,2019,44,2019-11-04,2019-11-10,0,12010.600679730765,0.0
Canelones,UY-CA,2019,44,2019-11-04,2019-11-10,7,4520.87871068126,1.548371555171662
Cerro Largo,UY-CL,2019,44,2019-11-04,2019-11-10,3,13655.557447815512,0.2196907750902481
Colonia,UY-CO,2019,44,2019-11-04,2019-11-10,1,6112.026851866528,0.16361184664864717
Durazno,UY-DU,2019,44,2019-11-04,2019-11-10,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2019,44,2019-11-04,2019-11-10,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2019,44,2019-11-04,2019-11-10,1,10405.572253242583,0.09610235512884745
Lavalleja,UY-LA,2019,44,2019-11-04,2019-11-10,4,10031.272844140674,0.39875298600181364
Maldonado,UY-MA,2019,44,2019-11-04,2019-11-10,2,4803.260185508939,0.4163838565384911
Montevideo,UY-MO,2019,44,2019-11-04,2019-11-10,0,527.7536386520376,0.0
Paysandú,UY-PA,2019,44,2019-11-04,2019-11-10,0,14088.526169172621,0.0
Rivera,UY-RV,2019,44,2019-11-04,2019-11-10,1,9329.550532265199,0.10718629976241757
Rocha,UY-RO,2019,44,2019-11-04,2019-11-10,1,10558.553826772255,0.09470994005489665
Río Negro,UY-RN,2019,44,2019-11-04,2019-11-10,0,9810.67596839813,0.0
Salto,UY-SA,2019,44,2019-11-04,2019-11-10,1,14170.87435119916,0.07056727589398029
San José,UY-SJ,2019,44,2019-11-04,2019-11-10,3,5002.920653176918,0.5996497262244129
Soriano,UY-SO,2019,44,2019-11-04,2019-11-10,3,9122.538742945157,0.32885582451705414
Tacuarembó,UY-TA,2019,44,2019-11-04,2019-11-10,3,15973.367767510354,0.18781261682974365
Treinta y Tres,UY-TT,2019,44,2019-11-04,2019-11-10,2,9285.005878360264,0.2154010483354913
Artigas,UY-AR,2019,45,2019-11-11,2019-11-17,0,12010.600679730765,0.0
Canelones,UY-CA,2019,45,2019-11-11,2019-11-17,3,4520.87871068126,0.6635878093592836
Cerro Largo,UY-CL,2019,45,2019-11-11,2019-11-17,4,13655.557447815512,0.2929210334536641
Colonia,UY-CO,2019,45,2019-11-11,2019-11-17,1,6112.026851866528,0.16361184664864717
Durazno,UY-DU,2019,45,2019-11-11,2019-11-17,4,12228.10425056514,0.3271153007887657
Flores,UY-FS,2019,45,2019-11-11,2019-11-17,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2019,45,2019-11-11,2019-11-17,1,10405.572253242583,0.09610235512884745
Lavalleja,UY-LA,2019,45,2019-11-11,2019-11-17,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2019,45,2019-11-11,2019-11-17,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2019,45,2019-11-11,2019-11-17,0,527.7536386520376,0.0
Paysandú,UY-PA,2019,45,2019-11-11,2019-11-17,0,14088.526169172621,0.0
Rivera,UY-RV,2019,45,2019-11-11,2019-11-17,0,9329.550532265199,0.0
Rocha,UY-RO,2019,45,2019-11-11,2019-11-17,1,10558.553826772255,0.09470994005489665
Río Negro,UY-RN,2019,45,2019-11-11,2019-11-17,0,9810.67596839813,0.0
Salto,UY-SA,2019,45,2019-11-11,2019-11-17,0,14170.87435119916,0.0
San José,UY-SJ,2019,45,2019-11-11,2019-11-17,0,5002.920653176918,0.0
Soriano,UY-SO,2019,45,2019-11-11,2019-11-17,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2019,45,2019-11-11,2019-11-17,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2019,45,2019-11-11,2019-11-17,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2019,46,2019-11-18,2019-11-24,0,12010.600679730765,0.0
Canelones,UY-CA,2019,46,2019-11-18,2019-11-24,7,4520.87871068126,1.548371555171662
Cerro Largo,UY-CL,2019,46,2019-11-18,2019-11-24,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2019,46,2019-11-18,2019-11-24,1,6112.026851866528,0.16361184664864717
Durazno,UY-DU,2019,46,2019-11-18,2019-11-24,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2019,46,2019-11-18,2019-11-24,2,5140.77049712524,0.3890467394174504
Florida,UY-FD,2019,46,2019-11-18,2019-11-24,2,10405.572253242583,0.1922047102576949
Lavalleja,UY-LA,2019,46,2019-11-18,2019-11-24,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2019,46,2019-11-18,2019-11-24,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2019,46,2019-11-18,2019-11-24,0,527.7536386520376,0.0
Paysandú,UY-PA,2019,46,2019-11-18,2019-11-24,0,14088.526169172621,0.0
Rivera,UY-RV,2019,46,2019-11-18,2019-11-24,0,9329.550532265199,0.0
Rocha,UY-RO,2019,46,2019-11-18,2019-11-24,1,10558.553826772255,0.09470994005489665
Río Negro,UY-RN,2019,46,2019-11-18,2019-11-24,1,9810.67596839813,0.10192977560579633
Salto,UY-SA,2019,46,2019-11-18,2019-11-24,0,14170.87435119916,0.0
San José,UY-SJ,2019,46,2019-11-18,2019-11-24,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2019,46,2019-11-18,2019-11-24,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2019,46,2019-11-18,2019-11-24,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2019,46,2019-11-18,2019-11-24,2,9285.005878360264,0.2154010483354913
Artigas,UY-AR,2019,47,2019-11-25,2019-12-01,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2019,47,2019-11-25,2019-12-01,4,4520.87871068126,0.8847837458123782
Cerro Largo,UY-CL,2019,47,2019-11-25,2019-12-01,2,13655.557447815512,0.14646051672683205
Colonia,UY-CO,2019,47,2019-11-25,2019-12-01,0,6112.026851866528,0.0
Durazno,UY-DU,2019,47,2019-11-25,2019-12-01,0,12228.10425056514,0.0
Flores,UY-FS,2019,47,2019-11-25,2019-12-01,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2019,47,2019-11-25,2019-12-01,6,10405.572253242583,0.5766141307730847
Lavalleja,UY-LA,2019,47,2019-11-25,2019-12-01,6,10031.272844140674,0.5981294790027205
Maldonado,UY-MA,2019,47,2019-11-25,2019-12-01,2,4803.260185508939,0.4163838565384911
Montevideo,UY-MO,2019,47,2019-11-25,2019-12-01,0,527.7536386520376,0.0
Paysandú,UY-PA,2019,47,2019-11-25,2019-12-01,0,14088.526169172621,0.0
Rivera,UY-RV,2019,47,2019-11-25,2019-12-01,0,9329.550532265199,0.0
Rocha,UY-RO,2019,47,2019-11-25,2019-12-01,2,10558.553826772255,0.1894198801097933
Río Negro,UY-RN,2019,47,2019-11-25,2019-12-01,2,9810.67596839813,0.20385955121159266
Salto,UY-SA,2019,47,2019-11-25,2019-12-01,0,14170.87435119916,0.0
San José,UY-SJ,2019,47,2019-11-25,2019-12-01,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2019,47,2019-11-25,2019-12-01,2,9122.538742945157,0.21923721634470275
Tacuarembó,UY-TA,2019,47,2019-11-25,2019-12-01,4,15973.367767510354,0.2504168224396582
Treinta y Tres,UY-TT,2019,47,2019-11-25,2019-12-01,3,9285.005878360264,0.32310157250323696
Artigas,UY-AR,2019,48,2019-12-02,2019-12-08,0,12010.600679730765,0.0
Canelones,UY-CA,2019,48,2019-12-02,2019-12-08,2,4520.87871068126,0.4423918729061891
Cerro Largo,UY-CL,2019,48,2019-12-02,2019-12-08,2,13655.557447815512,0.14646051672683205
Colonia,UY-CO,2019,48,2019-12-02,2019-12-08,5,6112.026851866528,0.8180592332432358
Durazno,UY-DU,2019,48,2019-12-02,2019-12-08,0,12228.10425056514,0.0
Flores,UY-FS,2019,48,2019-12-02,2019-12-08,0,5140.77049712524,0.0
Florida,UY-FD,2019,48,2019-12-02,2019-12-08,1,10405.572253242583,0.09610235512884745
Lavalleja,UY-LA,2019,48,2019-12-02,2019-12-08,2,10031.272844140674,0.19937649300090682
Maldonado,UY-MA,2019,48,2019-12-02,2019-12-08,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2019,48,2019-12-02,2019-12-08,0,527.7536386520376,0.0
Paysandú,UY-PA,2019,48,2019-12-02,2019-12-08,0,14088.526169172621,0.0
Rivera,UY-RV,2019,48,2019-12-02,2019-12-08,0,9329.550532265199,0.0
Rocha,UY-RO,2019,48,2019-12-02,2019-12-08,3,10558.553826772255,0.28412982016469
Río Negro,UY-RN,2019,48,2019-12-02,2019-12-08,0,9810.67596839813,0.0
Salto,UY-SA,2019,48,2019-12-02,2019-12-08,0,14170.87435119916,0.0
San José,UY-SJ,2019,48,2019-12-02,2019-12-08,2,5002.920653176918,0.39976648414960864
Soriano,UY-SO,2019,48,2019-12-02,2019-12-08,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2019,48,2019-12-02,2019-12-08,1,15973.367767510354,0.06260420560991455
Treinta y Tres,UY-TT,2019,48,2019-12-02,2019-12-08,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2019,49,2019-12-09,2019-12-15,0,12010.600679730765,0.0
Canelones,UY-CA,2019,49,2019-12-09,2019-12-15,3,4520.87871068126,0.6635878093592836
Cerro Largo,UY-CL,2019,49,2019-12-09,2019-12-15,4,13655.557447815512,0.2929210334536641
Colonia,UY-CO,2019,49,2019-12-09,2019-12-15,3,6112.026851866528,0.4908355399459415
Durazno,UY-DU,2019,49,2019-12-09,2019-12-15,0,12228.10425056514,0.0
Flores,UY-FS,2019,49,2019-12-09,2019-12-15,0,5140.77049712524,0.0
Florida,UY-FD,2019,49,2019-12-09,2019-12-15,1,10405.572253242583,0.09610235512884745
Lavalleja,UY-LA,2019,49,2019-12-09,2019-12-15,3,10031.272844140674,0.29906473950136025
Maldonado,UY-MA,2019,49,2019-12-09,2019-12-15,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2019,49,2019-12-09,2019-12-15,2,527.7536386520376,3.7896470123982504
Paysandú,UY-PA,2019,49,2019-12-09,2019-12-15,0,14088.526169172621,0.0
Rivera,UY-RV,2019,49,2019-12-09,2019-12-15,1,9329.550532265199,0.10718629976241757
Rocha,UY-RO,2019,49,2019-12-09,2019-12-15,23,10558.553826772255,2.178328621262623
Río Negro,UY-RN,2019,49,2019-12-09,2019-12-15,0,9810.67596839813,0.0
Salto,UY-SA,2019,49,2019-12-09,2019-12-15,0,14170.87435119916,0.0
San José,UY-SJ,2019,49,2019-12-09,2019-12-15,0,5002.920653176918,0.0
Soriano,UY-SO,2019,49,2019-12-09,2019-12-15,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2019,49,2019-12-09,2019-12-15,1,15973.367767510354,0.06260420560991455
Treinta y Tres,UY-TT,2019,49,2019-12-09,2019-12-15,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2019,50,2019-12-16,2019-12-22,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2019,50,2019-12-16,2019-12-22,5,4520.87871068126,1.1059796822654728
Cerro Largo,UY-CL,2019,50,2019-12-16,2019-12-22,3,13655.557447815512,0.2196907750902481
Colonia,UY-CO,2019,50,2019-12-16,2019-12-22,4,6112.026851866528,0.6544473865945887
Durazno,UY-DU,2019,50,2019-12-16,2019-12-22,0,12228.10425056514,0.0
Flores,UY-FS,2019,50,2019-12-16,2019-12-22,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2019,50,2019-12-16,2019-12-22,3,10405.572253242583,0.2883070653865423
Lavalleja,UY-LA,2019,50,2019-12-16,2019-12-22,5,10031.272844140674,0.4984412325022671
Maldonado,UY-MA,2019,50,2019-12-16,2019-12-22,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2019,50,2019-12-16,2019-12-22,1,527.7536386520376,1.8948235061991252
Paysandú,UY-PA,2019,50,2019-12-16,2019-12-22,0,14088.526169172621,0.0
Rivera,UY-RV,2019,50,2019-12-16,2019-12-22,1,9329.550532265199,0.10718629976241757
Rocha,UY-RO,2019,50,2019-12-16,2019-12-22,2,10558.553826772255,0.1894198801097933
Río Negro,UY-RN,2019,50,2019-12-16,2019-12-22,0,9810.67596839813,0.0
Salto,UY-SA,2019,50,2019-12-16,2019-12-22,0,14170.87435119916,0.0
San José,UY-SJ,2019,50,2019-12-16,2019-12-22,0,5002.920653176918,0.0
Soriano,UY-SO,2019,50,2019-12-16,2019-12-22,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2019,50,2019-12-16,2019-12-22,2,15973.367767510354,0.1252084112198291
Treinta y Tres,UY-TT,2019,50,2019-12-16,2019-12-22,2,9285.005878360264,0.2154010483354913
Artigas,UY-AR,2019,51,2019-12-23,2019-12-29,0,12010.600679730765,0.0
Canelones,UY-CA,2019,51,2019-12-23,2019-12-29,9,4520.87871068126,1.990763428077851
Cerro Largo,UY-CL,2019,51,2019-12-23,2019-12-29,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2019,51,2019-12-23,2019-12-29,0,6112.026851866528,0.0
Durazno,UY-DU,2019,51,2019-12-23,2019-12-29,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2019,51,2019-12-23,2019-12-29,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2019,51,2019-12-23,2019-12-29,4,10405.572253242583,0.3844094205153898
Lavalleja,UY-LA,2019,51,2019-12-23,2019-12-29,3,10031.272844140674,0.29906473950136025
Maldonado,UY-MA,2019,51,2019-12-23,2019-12-29,2,4803.260185508939,0.4163838565384911
Montevideo,UY-MO,2019,51,2019-12-23,2019-12-29,0,527.7536386520376,0.0
Paysandú,UY-PA,2019,51,2019-12-23,2019-12-29,0,14088.526169172621,0.0
Rivera,UY-RV,2019,51,2019-12-23,2019-12-29,0,9329.550532265199,0.0
Rocha,UY-RO,2019,51,2019-12-23,2019-12-29,2,10558.553826772255,0.1894198801097933
Río Negro,UY-RN,2019,51,2019-12-23,2019-12-29,1,9810.67596839813,0.10192977560579633
Salto,UY-SA,2019,51,2019-12-23,2019-12-29,1,14170.87435119916,0.07056727589398029
San José,UY-SJ,2019,51,2019-12-23,2019-12-29,0,5002.920653176918,0.0
Soriano,UY-SO,2019,51,2019-12-23,2019-12-29,2,9122.538742945157,0.21923721634470275
Tacuarembó,UY-TA,2019,51,2019-12-23,2019-12-29,1,15973.367767510354,0.06260420560991455
Treinta y Tres,UY-TT,2019,51,2019-12-23,2019-12-29,2,9285.005878360264,0.2154010483354913
Artigas,UY-AR,2019,52,2019-12-30,2020-01-05,0,12010.600679730765,0.0
Canelones,UY-CA,2019,52,2019-12-30,2020-01-05,1,4520.87871068126,0.22119593645309454
Cerro Largo,UY-CL,2019,52,2019-12-30,2020-01-05,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2019,52,2019-12-30,2020-01-05,0,6112.026851866528,0.0
Durazno,UY-DU,2019,52,2019-12-30,2020-01-05,0,12228.10425056514,0.0
Flores,UY-FS,2019,52,2019-12-30,2020-01-05,0,5140.77049712524,0.0
Florida,UY-FD,2019,52,2019-12-30,2020-01-05,0,10405.572253242583,0.0
Lavalleja,UY-LA,2019,52,2019-12-30,2020-01-05,0,10031.272844140674,0.0
Maldonado,UY-MA,2019,52,2019-12-30,2020-01-05,0,4803.260185508939,0.0
Montevideo,UY-MO,2019,52,2019-12-30,2020-01-05,0,527.7536386520376,0.0
Paysandú,UY-PA,2019,52,2019-12-30,2020-01-05,0,14088.526169172621,0.0
Rivera,UY-RV,2019,52,2019-12-30,2020-01-05,0,9329.550532265199,0.0
Rocha,UY-RO,2019,52,2019-12-30,2020-01-05,0,10558.553826772255,0.0
Río Negro,UY-RN,2019,52,2019-12-30,2020-01-05,0,9810.67596839813,0.0
Salto,UY-SA,2019,52,2019-12-30,2020-01-05,0,14170.87435119916,0.0
San José,UY-SJ,2019,52,2019-12-30,2020-01-05,2,5002.920653176918,0.39976648414960864
Soriano,UY-SO,2019,52,2019-12-30,2020-01-05,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2019,52,2019-12-30,2020-01-05,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2019,52,2019-12-30,2020-01-05,0,9285.005878360264,0.0
Artigas,UY-AR,2020,1,2020-01-06,2020-01-12,0,12010.600679730765,0.0
Canelones,UY-CA,2020,1,2020-01-06,2020-01-12,4,4520.87871068126,0.8847837458123782
Cerro Largo,UY-CL,2020,1,2020-01-06,2020-01-12,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2020,1,2020-01-06,2020-01-12,3,6112.026851866528,0.4908355399459415
Durazno,UY-DU,2020,1,2020-01-06,2020-01-12,0,12228.10425056514,0.0
Flores,UY-FS,2020,1,2020-01-06,2020-01-12,0,5140.77049712524,0.0
Florida,UY-FD,2020,1,2020-01-06,2020-01-12,0,10405.572253242583,0.0
Lavalleja,UY-LA,2020,1,2020-01-06,2020-01-12,3,10031.272844140674,0.29906473950136025
Maldonado,UY-MA,2020,1,2020-01-06,2020-01-12,0,4803.260185508939,0.0
Montevideo,UY-MO,2020,1,2020-01-06,2020-01-12,0,527.7536386520376,0.0
Paysandú,UY-PA,2020,1,2020-01-06,2020-01-12,0,14088.526169172621,0.0
Rivera,UY-RV,2020,1,2020-01-06,2020-01-12,4,9329.550532265199,0.4287451990496703
Rocha,UY-RO,2020,1,2020-01-06,2020-01-12,0,10558.553826772255,0.0
Río Negro,UY-RN,2020,1,2020-01-06,2020-01-12,0,9810.67596839813,0.0
Salto,UY-SA,2020,1,2020-01-06,2020-01-12,0,14170.87435119916,0.0
San José,UY-SJ,2020,1,2020-01-06,2020-01-12,0,5002.920653176918,0.0
Soriano,UY-SO,2020,1,2020-01-06,2020-01-12,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2020,1,2020-01-06,2020-01-12,1,15973.367767510354,0.06260420560991455
Treinta y Tres,UY-TT,2020,1,2020-01-06,2020-01-12,0,9285.005878360264,0.0
Artigas,UY-AR,2020,2,2020-01-13,2020-01-19,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2020,2,2020-01-13,2020-01-19,5,4520.87871068126,1.1059796822654728
Cerro Largo,UY-CL,2020,2,2020-01-13,2020-01-19,3,13655.557447815512,0.2196907750902481
Colonia,UY-CO,2020,2,2020-01-13,2020-01-19,2,6112.026851866528,0.32722369329729434
Durazno,UY-DU,2020,2,2020-01-13,2020-01-19,2,12228.10425056514,0.16355765039438286
Flores,UY-FS,2020,2,2020-01-13,2020-01-19,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2020,2,2020-01-13,2020-01-19,4,10405.572253242583,0.3844094205153898
Lavalleja,UY-LA,2020,2,2020-01-13,2020-01-19,5,10031.272844140674,0.4984412325022671
Maldonado,UY-MA,2020,2,2020-01-13,2020-01-19,4,4803.260185508939,0.8327677130769822
Montevideo,UY-MO,2020,2,2020-01-13,2020-01-19,7,527.7536386520376,13.263764543393876
Paysandú,UY-PA,2020,2,2020-01-13,2020-01-19,0,14088.526169172621,0.0
Rivera,UY-RV,2020,2,2020-01-13,2020-01-19,0,9329.550532265199,0.0
Rocha,UY-RO,2020,2,2020-01-13,2020-01-19,0,10558.553826772255,0.0
Río Negro,UY-RN,2020,2,2020-01-13,2020-01-19,0,9810.67596839813,0.0
Salto,UY-SA,2020,2,2020-01-13,2020-01-19,0,14170.87435119916,0.0
San José,UY-SJ,2020,2,2020-01-13,2020-01-19,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2020,2,2020-01-13,2020-01-19,2,9122.538742945157,0.21923721634470275
Tacuarembó,UY-TA,2020,2,2020-01-13,2020-01-19,1,15973.367767510354,0.06260420560991455
Treinta y Tres,UY-TT,2020,2,2020-01-13,2020-01-19,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2020,3,2020-01-20,2020-01-26,0,12010.600679730765,0.0
Canelones,UY-CA,2020,3,2020-01-20,2020-01-26,7,4520.87871068126,1.548371555171662
Cerro Largo,UY-CL,2020,3,2020-01-20,2020-01-26,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2020,3,2020-01-20,2020-01-26,0,6112.026851866528,0.0
Durazno,UY-DU,2020,3,2020-01-20,2020-01-26,0,12228.10425056514,0.0
Flores,UY-FS,2020,3,2020-01-20,2020-01-26,0,5140.77049712524,0.0
Florida,UY-FD,2020,3,2020-01-20,2020-01-26,1,10405.572253242583,0.09610235512884745
Lavalleja,UY-LA,2020,3,2020-01-20,2020-01-26,0,10031.272844140674,0.0
Maldonado,UY-MA,2020,3,2020-01-20,2020-01-26,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2020,3,2020-01-20,2020-01-26,0,527.7536386520376,0.0
Paysandú,UY-PA,2020,3,2020-01-20,2020-01-26,0,14088.526169172621,0.0
Rivera,UY-RV,2020,3,2020-01-20,2020-01-26,0,9329.550532265199,0.0
Rocha,UY-RO,2020,3,2020-01-20,2020-01-26,4,10558.553826772255,0.3788397602195866
Río Negro,UY-RN,2020,3,2020-01-20,2020-01-26,0,9810.67596839813,0.0
Salto,UY-SA,2020,3,2020-01-20,2020-01-26,0,14170.87435119916,0.0
San José,UY-SJ,2020,3,2020-01-20,2020-01-26,0,5002.920653176918,0.0
Soriano,UY-SO,2020,3,2020-01-20,2020-01-26,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2020,3,2020-01-20,2020-01-26,2,15973.367767510354,0.1252084112198291
Treinta y Tres,UY-TT,2020,3,2020-01-20,2020-01-26,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2020,4,2020-01-27,2020-02-02,0,12010.600679730765,0.0
Canelones,UY-CA,2020,4,2020-01-27,2020-02-02,3,4520.87871068126,0.6635878093592836
Cerro Largo,UY-CL,2020,4,2020-01-27,2020-02-02,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2020,4,2020-01-27,2020-02-02,0,6112.026851866528,0.0
Durazno,UY-DU,2020,4,2020-01-27,2020-02-02,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2020,4,2020-01-27,2020-02-02,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2020,4,2020-01-27,2020-02-02,0,10405.572253242583,0.0
Lavalleja,UY-LA,2020,4,2020-01-27,2020-02-02,6,10031.272844140674,0.5981294790027205
Maldonado,UY-MA,2020,4,2020-01-27,2020-02-02,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2020,4,2020-01-27,2020-02-02,3,527.7536386520376,5.684470518597376
Paysandú,UY-PA,2020,4,2020-01-27,2020-02-02,0,14088.526169172621,0.0
Rivera,UY-RV,2020,4,2020-01-27,2020-02-02,1,9329.550532265199,0.10718629976241757
Rocha,UY-RO,2020,4,2020-01-27,2020-02-02,1,10558.553826772255,0.09470994005489665
Río Negro,UY-RN,2020,4,2020-01-27,2020-02-02,1,9810.67596839813,0.10192977560579633
Salto,UY-SA,2020,4,2020-01-27,2020-02-02,0,14170.87435119916,0.0
San José,UY-SJ,2020,4,2020-01-27,2020-02-02,0,5002.920653176918,0.0
Soriano,UY-SO,2020,4,2020-01-27,2020-02-02,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2020,4,2020-01-27,2020-02-02,1,15973.367767510354,0.06260420560991455
Treinta y Tres,UY-TT,2020,4,2020-01-27,2020-02-02,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2020,5,2020-02-03,2020-02-09,0,12010.600679730765,0.0
Canelones,UY-CA,2020,5,2020-02-03,2020-02-09,1,4520.87871068126,0.22119593645309454
Cerro Largo,UY-CL,2020,5,2020-02-03,2020-02-09,0,13655.557447815512,0.0
Colonia,UY-CO,2020,5,2020-02-03,2020-02-09,0,6112.026851866528,0.0
Durazno,UY-DU,2020,5,2020-02-03,2020-02-09,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2020,5,2020-02-03,2020-02-09,0,5140.77049712524,0.0
Florida,UY-FD,2020,5,2020-02-03,2020-02-09,0,10405.572253242583,0.0
Lavalleja,UY-LA,2020,5,2020-02-03,2020-02-09,6,10031.272844140674,0.5981294790027205
